Value
215451.65774630773
176007.33930498792
130786.84799827292
474447.10534254013
460895.5237673425
194920.9482860236
281693.40248409216
260788.42683172194
153002.80970211417
206771.35922849365
247893.87870896375
248633.49141497174
174516.53590513612
202838.4694152804
343487.52540046454
205261.17088360578
323849.2417173922
441062.8357361998
268892.09013278334
186129.68236484233
130356.02989210702
225715.49731159562
308854.0715136261
458180.8796404178
407197.0972194603
298117.5834726342
232839.65585267672
242369.6360764774
224060.84740480312
340976.7845879046
287653.96069459966
476443.3233145732
172208.64763826586
457719.71938414464
273413.2853271495
204538.4641895097
229139.53402458897
397155.97941886785
214061.30017602304
273357.73342221376
313075.5246219656
325778.9417774824
460205.6252200568
195551.8122209881
285963.76847494737
147885.3674078782
408961.89964883093
407443.98886902496
369867.31088019704
204372.79193671126
234076.51178175327
158271.28726817007
401292.1793092989
294636.4473209664
518100.30489524134
262374.92769497255
363199.4858965878
307349.01930398174
153659.781940694
461609.8018979436
242315.31969966387
513335.1262729299
377951.9360705053
391038.5925837489
404818.2501044101
532836.8525426673
166385.33512048834
362024.5034676385
229314.64695266233
169335.43836258777
117473.06823629924
160218.99817816247
247570.25432619356
167695.6985732151
352833.6121607975
169685.26638328203
207631.0776420068
340977.0318668265
346370.60349218355
262376.3133866664
297004.11154249805
405056.2265210936
365286.04826927895
209564.7574369888
408965.8623117794
422664.7636577183
258208.8723383459
181306.1568099999
377541.8960472485
217074.4733479126
272728.82151413773
117247.04563137246
528811.3879951577
276326.1367011972
533538.9915463404
121678.34688291546
375110.61514707806
195630.07937956334
248194.79751391278
245808.87150192508
243257.53692016573
299615.6317752271
417887.86668196146
332002.68282644066
373027.5274034131
257023.72568660593
265364.94239339256
159678.05877496517
409126.99291881523
165624.40165052869
502226.6803828789
479182.5075834602
418849.0681495256
285075.1160079259
407357.42004562763
425753.71093301254
458429.2465536135
128856.55056808703
260123.78266050058
405381.5921744781
212782.5718334626
234773.33280970898
351853.6516294692
263498.26867267233
321649.53206067736
268494.57531624933
315083.09333480714
155534.9242483758
490226.2816543963
241793.69178707042
214528.5378542711
392077.9840641698
302849.3140967538
260663.8060815407
456733.5140559112
179961.1681938498
238472.2758574163
180219.2373534134
452866.91862512386
233826.60154704395
261175.50192910768
524554.8574618183
286348.2229713919
423738.5609400511
373908.2689594858
232562.1703338079
386385.4874507583
300045.4671396962
431656.21677301923
416818.7641903484
279873.2799505565
247196.08241039183
386009.5129407309
378594.65929557674
267082.7320568091
329247.08788983227
236683.6787584076
360983.646860699
273020.8923694725
168287.75250170717
250644.10699696498
184300.27142240282
469020.5200974596
485843.3769067084
378616.35336468014
358398.5770221842
170277.51928858008
280917.53692026803
190794.0377967637
186382.6914033378
215291.33859358623
231977.6713682501
395019.4603948303
379127.51752499596
278076.8082613349
340966.87513944873
460523.73102554935
479080.7778172554
272545.5095270284
207173.58454415255
502858.6194330227
403165.24758421007
335217.3643589248
361798.0623212569
236506.54851200405
526119.0034061541
142072.9522738459
289137.90488277946
217509.0663424361
393261.33032264403
192031.9805367294
206222.38997051344
317711.2658338642
135144.05998813335
166852.52132073534
194340.45618806564
378172.6560296283
433930.350710363
459390.66899363813
434892.94203988166
240276.8872926544
443705.1986069219
154086.98920153367
174526.6989059415
211682.64105177997
405899.8840451152
177863.39181070743
261727.53641852806
262663.635302384
476584.9368915418
405882.31568280153
549775.6480260256
152822.139856671
495037.6215063569
