Value
223279.08632766953
175665.3378106199
126816.71285044329
485833.5891338303
443201.23924014944
190260.44080434367
273786.22804288124
317773.9995588325
158486.27096835553
190994.68092214456
226340.9660438865
233335.9250548043
139008.05661366426
190565.82657600177
341156.456027052
225256.35231696174
315989.47865783214
432740.4129352183
249903.83323978394
156212.2635539547
135433.41396862568
216478.34739063913
296070.92219196464
455767.05998525367
363997.4840825016
284491.1494402855
270240.72711825033
230871.3264186381
217923.5662349415
375336.19408199744
300642.44199369254
456196.0077912021
192325.57323754329
442126.25664577074
258912.53681458472
201934.59381343692
293675.17586142116
398583.22486117587
205871.3483197073
264181.9673046245
318870.75167288334
317510.39157016395
477728.58226532605
228048.9958200662
273196.0919573185
133224.97787919492
403393.17491917295
412222.27075310895
369035.2177226545
207845.58626128538
232205.33321635128
187983.52395321665
371365.94220320584
305567.2207202896
436063.3157842041
294393.3159327461
347951.2636313418
257752.53821667327
151823.78693142315
466626.3551241445
235809.47115268238
555216.9093963777
380155.8947971704
401218.9775742727
330647.44353746425
519105.96035015216
139871.85846982113
341373.03251643555
210693.16033938737
162710.14658280485
105387.99434777455
165804.6855231391
240428.85923785318
161283.83446086518
348592.06403214135
192932.70630779795
187596.07529528116
338657.36742889124
364889.4237584102
268212.2889544807
283715.98231738264
393303.0473984165
310490.4767997691
211206.54895062762
388611.0295647012
394008.27890211256
259269.57523801705
179843.01775858185
355448.437401238
208411.20044605032
279532.56278997206
96479.73999362811
540281.1909746013
265807.36465955566
525695.9567881983
107413.00508927758
375135.4591399316
179996.86409755948
222633.2732526658
245880.3312489977
230444.47503432882
288615.0889970795
369317.4569807554
340334.3889812763
383170.07161673484
253174.95170699462
241013.24687607086
155681.7336661032
414967.6016567947
190306.0375067403
499863.5738191926
460414.1135878835
443566.6423880456
257984.8820980657
354497.22335063724
415968.708258551
444293.3469592713
114097.09623346583
257177.76241580452
382858.27186981
204111.9919827826
228761.03496747406
364824.8802263465
256850.78438414694
334456.00537770655
273287.3601771006
322656.6955556225
161907.15686360616
499127.1977026544
256336.42816762938
194429.8739860651
372934.6571354166
268416.7020162755
224158.87988409607
438537.39159419347
175753.58621982022
236976.0567365637
178460.22908425677
444671.02248514903
242465.762247227
283950.33473313885
512139.32096245675
273199.80011008977
425940.561097566
346062.44134196814
221212.6336410579
359321.6638616622
270515.74786329543
407649.69913325435
412969.72391858324
277939.23192814476
225234.74938516875
369092.0464012036
309714.95919943333
239840.76711801393
314793.78669050185
241820.33436775036
352871.7627308349
285013.58328368684
149536.92598878994
257486.99510212493
181589.08362806268
456184.33484030183
501941.6746641935
368703.5088234236
358246.3693719289
162902.07033199456
255146.02218339403
173148.64370383983
188608.96927532827
221624.20470154943
215920.50701617112
388281.3464830424
413838.6812458787
259659.94620298603
349483.442263015
446333.9429892429
443652.1873210178
241669.70576788558
196413.93987559067
501966.58744994143
424430.22395750764
331292.490662707
354611.19240100053
188207.19849011177
573717.4936460371
149632.5663847961
278209.1701401206
220912.0879344127
397540.42363368627
